row_id,price,spec_general_marque,spec_general_type_produit,spec_general_reference,spec_informations_impedance_nominale,spec_forme_materiaux_systeme_magnetique,spec_forme_materiaux_forme_facade,spec_parametres_petits_signaux_qts,spec_parametres_petits_signaux_qes,spec_parametres_petits_signaux_qms,spec_forme_materiaux_materiau_saladier,spec_forme_materiaux_materiau_suspension,spec_forme_materiaux_support_bobine,spec_forme_materiaux_fil_bobine,spec_forme_materiaux_materiau_dome,spec_informations_puissance_nominale_w,spec_informations_sensibilite_fabricant_db,spec_parametres_petits_signaux_fs_hz,spec_donnees_poids_kg,spec_parametres_fondamentaux_re_ohm,spec_donnees_xmax_mm,spec_parametres_fondamentaux_mms_gr,spec_donnees_ebp_hz,spec_parametres_petits_signaux_vas_l,spec_donnees_rendement_calcule_pct,spec_parametres_fondamentaux_le_mh,spec_parametres_fondamentaux_sd_cm2,spec_parametres_fondamentaux_bl_t_m,spec_dimensions_diametre_systeme_magnetique_mm,spec_informations_puissance_max_w,spec_dimensions_hauteur_entrefer_mm,spec_dimensions_hauteur_bobinage_mm,spec_donnees_rendement_pct
1352,35.0,Sica,Haut parleur a cone,3.5L1SL,8 ohm,Neodymium,Non cylindrique,0.57,0.61,7.83,Nylon,Caoutchouc,Kapton,Cuivre,Papier,45.0,88.6,108.0,0.19,5.0,1.5,3.3,177.0,1.4,0.28,0.12,38.5,4.27,37.0,90.0,4.0,6.0,0.27
1353,24.0,Sica,Haut parleur a cone,3L0.8SL,8 ohm,Neodymium,Non cylindrique,1.01,1.28,4.92,Acier,Tissu,Epotex,Cuivre,Papier,20.0,86.4,145.0,0.2,5.5,1.5,2.0,113.0,0.8,0.19,0.11,30.2,2.8,40.0,40.0,3.0,4.0,0.18
1354,97.0,Sica,Haut-parleur coaxial a deux entrees,4C1.5CP,8+8 ohm,Ferrite + Neodymium,Non cylindrique,0.32,0.35,4.05,Aluminium,Tissu,Epotex,Cuivre,Tissu,100.0,91.2,102.0,,5.1,2.0,5.4,291.0,1.5,0.44,0.35,51.5,7.27,90.0,200.0,5.0,9.0,0.51
1355,24.0,Sica,Haut parleur a cone,4E11CS,8 ohm,Ferrite,Non cylindrique,0.7,0.89,3.23,Acier,Caoutchouc,Epotex,Cuivre,,40.0,86.6,98.0,,6.0,1.5,3.4,110.0,2.1,0.22,0.43,44.2,3.76,72.0,80.0,,,0.21
1356,29.0,Sica,Haut parleur a cone,4E1CS,8 ohm,Ferrite,Non cylindrique,0.39,0.49,1.85,Acier,Tissu,Aluminium,Aluminium,,70.0,90.0,118.0,,5.6,2.2,3.9,241.0,1.3,0.42,0.14,44.2,5.76,86.0,140.0,6.0,9.0,0.42
1357,29.0,Sica,Haut parleur a cone,4E1CS,4 ohm,Ferrite,Non cylindrique,0.47,0.62,1.86,Acier,Tissu,Aluminium,Aluminium,,60.0,89.1,127.7,1.0,3.47,1.3,3.1,206.0,1.4,0.46,0.08,44.1,3.73,86.0,120.0,,,0.44
1358,67.0,Sica,Haut parleur a cone,4L11SL,8 ohm,Ferrite,Non cylindrique,0.36,0.44,2.15,Acier,Tissu,Aluminium,Aluminium,,70.0,90.5,120.0,0.45,5.5,2.5,4.0,273.0,1.2,0.46,0.15,44.2,6.16,60.0,140.0,5.0,10.0,0.46
1359,39.0,Sica,Haut parleur a cone,4L1SL,8 ohm,Neodymium,Non cylindrique,0.63,0.78,3.15,Acier,Caoutchouc,Epotex,Cuivre,,60.0,86.2,108.3,0.3,6.0,2.4,5.0,139.0,1.2,0.19,0.37,44.2,5.1,37.0,120.0,5.0,9.0,0.19
1360,66.0,Sica,Haut parleur a cone,5.5 H 1.5 CP,8 ohm,Ferrite,Cylindrique,0.37,0.41,4.15,Aluminium,Caoutchouc,Kapton,Cuivre,Caoutchouc,120.0,86.7,48.5,,6.1,4.5,12.0,118.0,7.8,0.21,0.53,78.5,7.4,102.0,240.0,6.0,15.0,0.21
1361,110.0,Sica,Haut-parleur coaxial a deux entrees,5.5C1.5CP,8+8 ohm,Ferrite + Neodymium,Cylindrique,0.31,0.34,4.67,Aluminium,Caoutchouc,Kapton,Cuivre,Tissu,120.0,89.8,62.0,1.7,5.1,4.0,10.6,182.0,5.4,0.37,0.5,78.5,7.89,102.0,240.0,5.0,12.0,0.37
1362,29.0,Sica,Haut parleur a cone,5D1CS,8 ohm,Ferrite,Non cylindrique,0.52,0.58,4.95,Acier,Caoutchouc,Epotex,Cuivre,Tissu,60.0,90.0,79.0,0.94,6.0,3.0,6.4,136.0,5.5,0.45,0.33,78.5,5.73,86.0,120.0,6.0,9.0,0.45
1363,42.0,Sica,Haut parleur a cone,5E1.25CS,8 ohm,Ferrite,Non cylindrique,0.47,0.63,1.89,Acier,Caoutchouc,Epotex,Cuivre,Tissu,60.0,89.8,92.0,,5.9,2.1,7.4,146.0,3.5,0.42,0.39,78.5,6.34,102.0,120.0,6.0,9.0,0.42
1364,63.0,Sica,Haut parleur a cone,5H1.5CP,8 ohm,Ferrite,Non cylindrique,0.35,0.38,4.43,Aluminium,Caoutchouc,Kapton,Cuivre,Polypropylene,100.0,87.2,52.0,1.5,6.28,4.0,11.7,137.0,6.9,0.25,0.8,78.5,8.0,102.0,200.0,6.0,15.0,0.25
1365,31.0,Sica,Haut parleur a cone,5H1CS,8 ohm,Ferrite,Non cylindrique,0.33,0.36,3.71,Acier,Caoutchouc,Epotex,Cuivre,,60.0,91.0,61.5,1.0,6.1,3.5,5.8,171.0,10.0,0.63,0.64,78.5,6.13,86.0,120.0,,,0.61
1366,110.0,Sica,Haut parleur a cone,5M1.5PL,8 ohm,Neodymium,Non cylindrique,0.51,0.56,5.12,Aluminium,Tissu,Kapton,Aluminium,Tissu,130.0,93.7,145.0,0.8,6.0,1.5,6.1,259.0,2.0,1.05,0.1,84.9,7.69,72.0,260.0,6.0,7.0,1.05
1367,107.0,Sica,Haut parleur a cone,5N1.5PL,8 ohm,Neodymium,Non cylindrique,0.56,0.72,2.55,Aluminium,Tissu,Kapton,Aluminium,Tissu,130.0,91.0,110.6,0.8,5.7,3.0,7.1,154.0,3.0,0.55,0.31,84.9,6.21,72.0,260.0,6.0,12.0,0.54
1368,106.0,Sica,Haut parleur a cone,5NR1.5PL,8 ohm,Neodymium,Non cylindrique,0.35,0.39,4.1,Aluminium,Caoutchouc,Kapton,Aluminium,Tissu,130.0,90.0,61.0,0.89,5.6,3.5,8.0,156.0,7.4,0.42,0.34,78.5,6.65,72.0,260.0,6.0,12.0,0.42
1369,108.0,Sica,Haut-parleur coaxial a deux entrees,6.5C1.5CP,8+8 ohm,Ferrite + Neodymium,Cylindrique,0.39,0.42,6.09,Aluminium,Caoutchouc,Kapton,Cuivre,Tissu,120.0,91.0,50.8,1.7,5.1,4.5,13.1,121.0,15.9,0.48,0.44,122.7,7.21,102.0,240.0,5.0,12.0,0.48
1370,81.0,Sica,Haut parleur a cone,6.5H1.5CP,8 ohm,Ferrite,Cylindrique,0.42,0.46,5.21,Aluminium,Caoutchouc,Kapton,Cuivre,Papier,120.0,89.4,45.4,1.6,6.1,6.0,13.0,99.0,20.2,0.4,0.48,122.7,7.02,102.0,240.0,6.0,15.0,0.4
1371,81.0,Sica,Haut parleur a cone,6.5H1.5CP,4 ohm,Ferrite,Cylindrique,0.42,0.47,3.84,Aluminium,Caoutchouc,Kapton,Cuivre,Papier,120.0,88.2,45.8,1.6,3.0,5.5,17.1,97.0,15.1,0.3,0.27,122.7,5.61,102.0,240.0,6.0,14.0,0.3
1372,248.0,Sica,Haut-parleur coaxial a deux entrees,6Cx2PL P,8+8 ohm,Neodymium,Cylindrique,0.24,0.27,2.41,Aluminium,Tissu,Fibre de verre,Aluminium,Polyimide,200.0,94.2,85.0,,6.0,3.5,13.8,315.0,5.4,1.18,0.7,122.7,12.79,104.0,400.0,8.0,11.0,1.19
1373,48.0,Sica,Haut parleur bicone,6D1.5CS,8 ohm,Ferrite,Cylindrique,0.63,0.79,3.12,Acier,Tissu,Kapton,Cuivre,Papier,100.0,91.7,108.5,1.6,6.0,1.5,10.4,137.0,4.4,0.69,0.2,122.7,7.38,102.0,200.0,6.0,10.0,0.69
1374,106.0,Sica,Haut parleur bicone,6D1.5SL,8 ohm,Neodymium,Cylindrique,0.46,0.55,2.65,Acier,Tissu,Aluminium,Cuivre,Tissu,130.0,93.9,110.0,,5.0,1.5,11.2,200.0,4.0,0.93,0.22,122.7,8.35,72.0,260.0,6.0,9.0,0.92
1375,106.0,Sica,Haut parleur bicone,6D1.5SL,4 ohm,Neodymium,Cylindrique,0.44,0.58,1.85,Acier,Tissu,Aluminium,Cuivre,Tissu,130.0,91.2,84.8,1.1,3.25,4.0,11.6,146.0,6.5,0.66,0.18,122.7,5.87,72.0,260.0,,,0.65
1376,33.0,Sica,Haut parleur a cone,6D1CS,4 ohm,Ferrite,Cylindrique,0.76,0.83,8.33,Acier,Caoutchouc,Epotex,Cuivre,,60.0,90.6,84.0,1.1,3.2,2.0,9.4,101.0,8.0,0.55,0.32,123.0,4.29,86.0,120.0,,,0.55
1377,44.0,Sica,Haut parleur a cone,6E1.25CS,4 ohm,Ferrite,Cylindrique,0.36,0.42,2.56,Acier,Caoutchouc,Epotex,Cuivre,,60.0,92.1,68.7,1.3,3.11,2.5,11.1,164.0,10.3,0.77,0.46,122.7,5.95,102.0,120.0,6.0,10.0,0.77
1378,44.0,Sica,Haut parleur a cone,6E1.25CS,8 ohm,Ferrite,Cylindrique,0.61,0.71,4.49,Acier,Caoutchouc,Epotex,Cuivre,,60.0,90.4,72.0,1.6,6.3,3.0,10.3,101.0,9.8,0.5,0.57,122.7,6.45,102.0,120.0,6.0,11.0,90.4
1379,48.0,Sica,Haut parleur a cone,6E1.5CS,8 ohm,Ferrite,Cylindrique,0.38,0.45,2.4,Acier,Caoutchouc,Aluminium,Cuivre,,100.0,91.5,60.0,,5.0,2.5,13.3,133.0,11.3,0.53,0.61,122.7,7.5,102.0,200.0,8.0,11.0,0.53
1380,48.0,Sica,Haut parleur a cone,6E1.5CS,4 ohm,Ferrite,Cylindrique,0.31,0.33,5.97,Acier,Caoutchouc,Aluminium,Cuivre,,100.0,91.6,58.1,,3.05,2.4,13.8,176.0,11.5,0.66,0.43,122.7,6.83,102.0,200.0,8.0,11.0,0.66
1381,66.0,Sica,Haut parleur a cone,6H1.5CP,8 ohm,Ferrite,Cylindrique,0.38,0.42,4.36,Aluminium,Caoutchouc,Kapton,Cuivre,Polypropylene,100.0,89.2,47.5,1.8,6.2,4.5,14.9,113.0,16.1,0.4,0.95,122.7,8.09,102.0,200.0,6.0,15.0,0.39
1382,94.0,Sica,Haut parleur a cone,6L1.5SL,4 ohm,Neodymium,Cylindrique,0.4,0.44,4.86,Acier,Caoutchouc,Kapton,Cuivre,Papier,100.0,90.8,64.3,1.1,3.09,2.5,13.7,146.0,9.5,0.56,0.35,122.7,6.25,72.0,200.0,6.0,11.0,0.56
1383,94.0,Sica,Haut parleur a cone,6L1.5SL,8 ohm,Neodymium,Cylindrique,0.39,0.47,2.31,Acier,Caoutchouc,Aluminium,Cuivre,Papier,130.0,91.0,59.0,,5.0,2.5,14.1,126.0,11.0,0.47,0.48,122.7,7.5,72.0,260.0,6.0,11.0,0.47
1384,51.0,Sica,Haut parleur a cone,6M11.5CS,4 ohm,Ferrite,Cylindrique,0.42,0.59,1.52,Acier,Tissu,Aluminium,Aluminium,,100.0,93.8,114.0,2.1,3.0,0.5,8.6,193.0,4.8,1.16,0.24,122.7,5.67,120.0,200.0,,,1.17
1385,52.0,Sica,Haut parleur a cone,6M1.5CS,8 ohm,Ferrite,Cylindrique,0.64,0.79,3.35,Acier,Tissu,Epotex,Cuivre,,80.0,91.9,109.5,1.7,6.0,1.0,9.7,139.0,4.6,0.74,0.61,122.7,7.14,102.0,160.0,,,0.73
1386,79.0,Sica,Haut parleur a cone,6M2CP,4 ohm,Ferrite,Cylindrique,0.35,0.38,4.05,Aluminium,Tissu,Kapton,Aluminium,Papier,150.0,96.8,135.0,2.7,3.1,2.0,10.8,355.0,3.5,2.18,0.38,138.9,8.62,134.0,300.0,8.0,9.0,2.21
1387,116.0,Sica,Haut parleur a cone,12E2.5CS,8 ohm,Ferrite,Cylindrique,0.35,0.36,8.63,Acier,Tissu,Kapton,Cuivre,Papier,250.0,97.1,50.0,5.5,6.12,3.0,47.3,139.0,73.3,2.45,0.96,490.9,15.85,154.0,500.0,8.0,12.0,2.44
1388,219.0,Sica,Haut parleur a cone,18F3CP,8 ohm,Ferrite,Cylindrique,0.45,0.52,3.05,Aluminium,Tissu,Aluminium,Cuivre,Papier,400.0,96.9,30.8,9.0,5.1,6.5,155.0,59.0,340.0,1.84,1.41,1164.2,16.9,180.0,800.0,10.0,20.0,1.84
1389,219.0,Sica,Haut parleur a cone,18F3CP,4 ohm,Ferrite,Cylindrique,0.43,0.46,7.43,Aluminium,Tissu,Aluminium,Cuivre,Papier,400.0,96.0,33.5,9.0,3.14,5.5,177.9,73.0,243.7,1.92,1.01,1164.2,15.92,180.0,800.0,10.0,20.0,1.89
1390,58.0,Sica,Haut parleur a cone,5F1.5CP,8 ohm,Ferrite,Non cylindrique,0.31,0.33,4.32,Aluminium,Caoutchouc,Kapton,Aluminium,Tissu,100.0,90.8,59.0,,5.6,3.5,7.6,179.0,8.4,0.51,0.48,78.5,6.95,102.0,200.0,6.0,12.0,0.51
1391,51.0,Sica,Haut parleur a cone,5F1.5CP,16 ohm,Ferrite,Non cylindrique,0.41,0.45,4.14,Aluminium,Caoutchouc,Kapton,Aluminium,Tissu,100.0,89.8,62.0,,10.5,3.5,7.7,138.0,7.5,0.39,0.49,78.5,8.33,102.0,200.0,6.0,12.0,0.38
1392,167.0,Sica,Haut parleur a cone,6N2.5PL,8 ohm,Neodymium,Cylindrique,0.27,0.29,3.05,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,300.0,92.5,80.0,,6.2,4.5,17.1,276.0,4.9,0.84,0.62,122.7,13.5,84.0,600.0,8.0,16.0,0.84
1393,167.0,Sica,Haut parleur a cone,6N2.5PL,4 ohm,Neodymium,Cylindrique,0.29,0.32,3.24,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,300.0,93.1,86.8,,12.02,4.0,15.2,271.0,4.7,0.93,0.93,122.7,17.76,84.0,600.0,,,0.93
1394,167.0,Sica,Haut parleur a cone,6N2.5PL,16 ohm,Neodymium,Cylindrique,0.21,0.22,5.17,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,300.0,93.9,77.5,1.8,3.15,3.1,15.6,352.0,5.7,1.16,0.25,122.7,10.47,84.0,600.0,8.0,12.0,1.17
1395,101.0,Sica,Haut parleur a cone,6N2PL,8 ohm,Neodymium,Cylindrique,0.33,0.36,4.02,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,200.0,92.3,68.0,,5.7,3.5,13.5,189.0,8.7,0.73,0.61,122.7,9.5,84.0,400.0,8.0,15.0,0.72
1396,114.0,Sica,Haut-parleur coaxial a une entree,8C2CP,8 ohm,Ferrite,Cylindrique,0.3,0.32,4.55,Aluminium,Tissu,Kapton,Cuivre,,200.0,96.7,78.5,,6.1,3.5,18.2,245.0,14.7,2.14,0.8,213.8,13.5,134.0,400.0,8.0,14.0,2.14
1397,290.0,Sica,Haut-parleur coaxial a deux entrees,8Cx2.5PL P,8+8 ohm,Neodymium,Cylindrique,0.28,0.32,2.63,Aluminium,Tissu,Fibre de verre,Aluminium,Tissu,300.0,96.7,74.0,,5.6,5.0,18.5,231.0,16.2,1.97,0.6,213.8,12.34,112.7,600.0,8.0,15.0,1.99
1398,58.0,Sica,Haut parleur bicone,8D11.5CS,4 ohm,Ferrite,Cylindrique,0.51,0.61,2.93,Acier,Tissu,Kapton,Cuivre,,80.0,93.1,65.3,1.9,3.28,2.5,16.3,107.0,23.4,1.03,0.26,213.8,5.96,102.0,160.0,,,1.01
1399,84.0,Sica,Haut parleur bicone,8D1.5CS,8 ohm,Ferrite,Cylindrique,0.3,0.35,2.21,Acier,Tissu,Kapton,Cuivre,Tissu,130.0,95.3,62.0,,6.6,2.5,16.8,177.0,25.5,1.67,0.35,213.8,11.18,134.0,260.0,8.0,10.0,1.69
1400,84.0,Sica,Haut parleur bicone,8D1.5CS,4 ohm,Ferrite,Cylindrique,0.24,0.28,1.82,Acier,Tissu,Kapton,Cuivre,Tissu,130.0,96.6,65.3,,3.13,1.5,18.3,233.0,20.9,2.0,0.23,213.8,9.17,134.0,260.0,8.0,10.0,2.0
1401,127.0,Sica,Haut parleur bicone,8D1.5PL,8 ohm,Neodymium,Cylindrique,0.39,0.52,1.56,Aluminium,Tissu,Aluminium,Cuivre,Tissu,100.0,95.6,75.0,,5.2,2.4,15.7,144.0,18.7,1.46,0.23,213.8,8.56,72.0,200.0,6.0,9.0,1.43
1402,91.0,Sica,Haut parleur a cone,8E12CS,4 ohm,Ferrite,Cylindrique,0.26,0.27,7.89,Acier,Tissu,Kapton,Cuivre,Papier,150.0,96.4,77.0,,3.0,2.0,21.3,285.0,12.8,2.08,0.47,213.8,11.01,134.0,300.0,,,2.13
1403,71.0,Sica,Haut parleur a cone,8E12CS,8 ohm,Ferrite,Cylindrique,0.32,0.35,3.6,Acier,Tissu,Kapton,Cuivre,Papier,150.0,95.4,75.8,3.6,3.0,2.0,20.5,217.0,13.9,1.67,0.82,213.8,13.33,134.0,300.0,,,1.57
1404,51.0,Sica,Haut parleur a cone,8E1.5CS,8 ohm,Ferrite,Cylindrique,0.57,0.74,2.6,Acier,Tissu,Epotex,Cuivre,Papier,80.0,95.0,81.6,,5.1,1.5,13.1,110.0,18.5,1.31,0.59,213.8,6.82,102.0,160.0,,,1.3
1405,61.0,Sica,Haut parleur a cone,8E21.5CS,8 ohm,Ferrite,Cylindrique,0.43,0.53,2.27,Acier,Tissu,Kapton,Cuivre,Papier,100.0,93.3,62.0,2.4,6.6,2.3,17.5,117.0,23.9,1.04,0.59,213.8,9.27,120.0,200.0,6.0,10.0,1.03
1406,61.0,Sica,Haut parleur a cone,8E21.5CS,4 ohm,Ferrite,Cylindrique,0.4,0.45,3.47,Acier,Tissu,Kapton,Cuivre,Papier,100.0,95.0,70.6,,3.0,3.0,17.3,157.0,18.8,1.42,0.46,213.8,7.08,120.0,200.0,,,1.42
1407,83.0,Sica,Haut parleur a cone,8E2CS,4 ohm,Ferrite,Cylindrique,0.23,0.24,9.71,,Tissu,Kapton,Cuivre,Papier,130.0,96.7,68.1,3.2,3.07,1.5,19.5,284.0,18.0,2.28,0.53,213.8,10.33,134.0,260.0,,,2.27
1408,84.0,Sica,Haut parleur a cone,8E2CS,8 ohm,Ferrite,Cylindrique,0.35,0.4,2.58,,Tissu,Kapton,Cuivre,Papier,130.0,94.5,66.5,3.2,6.06,3.2,20.3,166.0,18.2,1.29,0.88,213.8,11.3,134.0,260.0,8.0,11.0,1.28
1409,122.0,Sica,Haut parleur a cone,8FE2.5CP,8 ohm,Ferrite,Cylindrique,0.28,0.3,3.73,Aluminium,Tissu,Kapton,Aluminium,Papier,300.0,96.7,73.0,4.7,5.5,4.0,19.8,243.0,15.6,1.95,0.5,213.8,13.01,145.0,600.0,8.0,13.0,1.97
1410,54.0,Sica,Haut parleur a cone,8H1.5CS,8 ohm,Ferrite,Cylindrique,0.77,1.02,3.27,Acier,Caoutchouc,Kapton,Cuivre,Papier,80.0,88.5,52.3,2.0,6.24,3.0,24.5,51.0,24.5,0.33,1.12,213.8,7.03,102.0,160.0,8.0,14.0,0.33
1411,48.0,Sica,Haut parleur a cone,8H1CS,8 ohm,Ferrite,Cylindrique,0.47,0.51,5.2,Acier,Caoutchouc,Epotex,Cuivre,Papier,60.0,90.7,49.8,1.5,6.23,5.0,22.1,98.0,29.8,0.7,1.8,213.8,9.15,86.0,120.0,,,0.69
1412,116.0,Sica,Haut parleur a cone,8H2CP,8 ohm,Ferrite,Cylindrique,0.48,0.53,5.25,Aluminium,Caoutchouc,Kapton,Cuivre,Papier,200.0,88.8,38.0,2.7,6.1,6.5,32.7,72.0,34.8,0.35,0.59,213.8,9.45,121.0,400.0,5.0,18.0,0.35
1413,218.0,Sica,Haut parleur a cone,8K3PL,8 ohm,Neodymium,Cylindrique,0.25,0.27,3.85,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,400.0,95.1,68.1,2.4,5.6,5.0,29.0,252.0,12.2,1.37,0.37,213.8,16.1,100.0,800.0,10.0,17.0,1.38
1414,218.0,Sica,Haut parleur a cone,8K3PL,4 ohm,Neodymium,Cylindrique,0.22,0.25,2.18,Aluminium,Tissu,Fibre de verre,Aluminium,Papier,400.0,95.3,71.5,2.4,3.1,5.5,29.2,286.0,11.0,1.55,0.24,213.8,12.85,100.0,800.0,10.0,18.0,1.58
1415,83.0,Sica,Haut parleur a cone,8L2SL,8 ohm,Neodymium,Cylindrique,0.32,0.36,2.69,Acier,Tissu,Kapton,Cuivre,Papier,200.0,94.5,64.0,,6.1,3.5,22.1,178.0,18.2,1.28,0.85,213.8,12.3,84.0,400.0,8.0,14.0,1.28
1416,100.0,Sica,Haut parleur a cone,8L2SL,4 ohm,Neodymium,Cylindrique,0.3,0.33,3.29,Acier,Tissu,Kapton,Cuivre,Papier,200.0,94.7,65.0,1.8,3.22,2.5,20.4,197.0,19.0,1.52,0.55,213.8,8.99,84.0,400.0,,,1.5
1417,60.0,Sica,Haut parleur a cone,8M1.5CS,8 ohm,Ferrite,Cylindrique,1.82,2.13,12.36,Acier,Tissu,Epotex,Cuivre,,100.0,98.7,460.0,2.4,6.0,1.0,11.6,216.0,0.7,3.08,0.37,213.8,9.83,121.0,200.0,6.0,8.0,2.91
1418,60.0,Sica,Haut parleur a cone,8M1.5CS,4 ohm,Ferrite,Cylindrique,1.99,2.23,18.67,Acier,Tissu,Epotex,Cuivre,,100.0,97.1,447.5,2.4,3.59,1.5,11.5,201.0,0.7,2.71,0.34,213.8,7.21,121.0,200.0,6.0,9.0,2.75
1419,164.0,Sica,Haut parleur a cone,8N2.5PL,8 ohm,Neodymium,Cylindrique,0.3,0.33,4.21,Aluminium,Tissu,Kapton,Aluminium,Papier,300.0,96.4,77.0,,5.6,3.5,20.3,233.0,13.7,1.82,0.37,213.8,12.95,84.0,600.0,8.0,13.0,1.83
1420,128.0,Sica,Haut parleur a cone,8N2.5PL,4 ohm,Neodymium,Cylindrique,0.25,0.28,2.5,Aluminium,Tissu,Kapton,Aluminium,Papier,300.0,97.0,84.9,2.1,3.1,2.0,20.6,303.0,11.0,2.31,0.28,213.8,11.07,84.0,600.0,,,2.35
1421,41.0,Sica,Haut parleur a cone,8S2.5CP,8 ohm,Ferrite,Cylindrique,0.33,0.37,3.44,Aluminium,Tissu,Fibre de verre,Cuivre,Papier,300.0,93.0,54.0,,5.1,5.0,30.3,146.0,18.6,0.76,1.0,213.8,11.9,145.0,600.0,8.0,18.0,0.76
1422,105.0,Sica,Haut parleur a cone,8SR2CP,8 ohm,Ferrite,Cylindrique,0.4,0.43,5.05,Aluminium,Tissu,Kapton,Cuivre,Papier,150.0,91.5,55.0,3.6,6.2,5.0,29.7,128.0,18.4,0.69,1.23,213.8,12.13,134.0,300.0,8.0,18.0,0.67
1423,164.0,Sica,Haut parleur a cone,LP210.65/N220T / 8N2.5PL,16 ohm,Neodymium,Cylindrique,0.32,0.34,4.34,Aluminium,Tissu,Kapton,Cuivre,,250.0,95.2,77.3,,12.39,3.0,22.9,227.0,11.9,1.56,1.26,213.8,20.12,84.0,500.0,8.0,12.0,1.55
1424,125.0,Visaton,Haut parleur a cone,AL 130 - 8 OHM,8 ohm,Ferrite,,0.38,0.42,4.37,Aluminium,Caoutchouc,,,,60.0,87.0,43.0,1.0,5.6,8.0,9.0,102.0,13.0,0.24,0.9,79.0,5.6,85.0,90.0,6.0,18.0,
1425,125.0,Visaton,Haut parleur a cone,AL 130 M - 8 OHM,8 ohm,Ferrite,,0.46,0.52,4.39,Aluminium,Caoutchouc,,,,60.0,90.0,57.0,1.0,5.4,5.0,7.4,110.0,9.1,0.32,0.8,79.0,5.6,85.0,90.0,6.0,12.0,
1426,111.0,Visaton,Haut parleur a cone,AL 170 - 8 OHM,8 ohm,Ferrite,,0.39,0.43,3.88,Aluminium,Caoutchouc,,,,70.0,88.0,38.0,,5.6,8.0,13.0,88.0,34.0,0.42,0.9,133.0,6.9,85.0,100.0,6.0,18.0,
1427,155.0,Visaton,Haut parleur a cone,AL 200 - 8 OHM,8 ohm,Ferrite,,0.35,0.39,3.73,Aluminium,Caoutchouc,,,,120.0,88.0,32.0,2.5,6.6,9.0,21.0,82.0,77.0,0.63,1.2,216.0,8.8,120.0,180.0,6.0,20.0,
1428,74.0,Visaton,Haut parleur a cone,B 100 6 OHM,6 ohm,Ferrite,Cylindrique,0.52,0.54,10.13,Aluminium,Caoutchouc,,,,30.0,88.0,75.0,0.76,5.8,1.6,3.2,139.0,5.27,0.4,0.36,54.1,4.1,74.0,60.0,3.0,6.3,
1429,164.0,Visaton,Haut parleur a cone,B 200 - 6 OHM,6 ohm,Ferrite,Cylindrique,0.75,0.83,8.39,Aluminium,Tissu,,,,40.0,96.0,40.0,2.2,5.0,0.67,9.7,48.0,102.0,0.76,0.5,214.0,3.9,110.0,70.0,8.0,4.0,
1430,65.0,Visaton,Haut parleur a cone,B 80 - 8 OHM,8 ohm,Neodymium,,0.63,0.69,6.53,,Caoutchouc,,,,30.0,85.0,110.0,0.32,6.6,2.2,2.8,159.0,1.8,0.34,,38.5,4.15,41.0,50.0,3.0,7.5,
1431,10.0,Visaton,Haut parleur bicone,BF 37 - 4 OHM,4 ohm,Neodymium,,0.74,0.86,5.11,Acier,,,,,5.0,74.0,155.0,,3.8,3.4,1.0,180.0,0.06,0.03,0.17,6.2,1.99,22.0,8.0,,,
1432,10.0,Visaton,Haut parleur bicone,BF 37 - 8 OHM,8 ohm,Neodymium,,0.86,1.1,4.0,Acier,,,,,5.0,74.0,170.0,,7.0,3.4,1.0,155.0,0.05,0.03,0.085,6.2,2.56,22.0,8.0,,,
1433,13.0,Visaton,Haut parleur bicone,BG 13 P - 8 OHM,8 ohm,Ferrite,,1.04,1.58,3.06,Acier,,,,,20.0,92.0,168.0,0.43,5.2,1.75,3.0,106.0,2.0,0.58,0.65,68.0,3.2,70.0,40.0,3.0,4.5,
1434,18.0,Visaton,Haut parleur bicone,FR 6.5 - 8 OHM,8 ohm,Ferrite,,1.96,3.26,4.94,,Mousse,,,,40.0,87.0,75.0,0.44,6.8,1.33,5.9,23.0,16.0,0.2,0.8,129.0,2.5,61.0,60.0,4.0,4.0,
1435,4.0,Visaton,Haut parleur a cone,FR 7 - 4 OHM,4 ohm,Ferrite,,2.39,3.61,7.05,Acier,Mousse,,,,5.0,86.0,220.0,92.0,3.4,0.83,1.0,61.0,0.4,0.12,0.1,22.0,1.1,40.0,10.0,2.5,2.5,
1436,9.0,Visaton,Haut parleur a cone,FR 8 - 4 OHM,4 ohm,Ferrite,,1.05,1.3,5.38,Acier,Mousse,,,,10.0,86.0,150.0,0.24,3.4,2.0,1.6,115.0,0.6,0.15,0.3,30.0,2.1,60.0,15.0,3.0,5.0,
1437,9.0,Visaton,Haut parleur a cone,FR 8 - 8 OHM,8 ohm,Ferrite,,1.09,1.38,5.3,Acier,Mousse,,,,10.0,86.0,150.0,,7.4,2.0,1.7,109.0,0.7,0.17,0.6,30.0,2.5,60.0,15.0,3.0,5.0,
1438,9.0,Visaton,Haut parleur a cone,FR 8 JS - 8 OHM,8 ohm,Ferrite,,1.24,1.74,4.3,Acier,Caoutchouc,,,,10.0,83.0,130.0,0.24,7.2,2.0,2.3,75.0,0.84,0.11,0.6,30.0,2.77,60.0,15.0,3.0,5.0,
